Rank,Company,Year,Country,Region,Industry,R&D (€ million),R&D one-year growth (%),Net sales (€ million),Net sales one-year growth (%),R&D intensity (%),Capex (€ million),Capex one-year growth (%),Capex intensity (%),Op. profits (€ million),Op. profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€ million),Market cap one-year growth (%)
796,TEIJIN,2022,Japan,Japan,Chemicals,225.713883,-4.2,7200.446052,10.0,3.1,364.082466,-15.0,5.1,-28.384748,-111.4,-0.4,22484,3.1,2063.702128,-6.8
797,ALPS ALPINE,2022,Japan,Japan,Electronic & Electrical Equipment,225.537185,4.0,6595.170966,16.2,3.4,309.3768,11.7,4.7,197.873364,-15.4,3.0,29926,-18.9,1941.978055,8.6
798,SICHUAN KELUN PHARMACEUTICAL,2022,China,China,Pharmaceuticals & Biotechnology,225.27982,-1.0,2446.05855,9.1,9.2,120.251,-9.5,4.9,340.040007,48.7,13.9,4398,-76.9,3227.035869,22.2
799,MONOLITHIC POWER SYSTEMS,2022,US,US,Technology Hardware & Equipment,225.174482,26.0,1682.119604,48.5,13.4,55.168784,-38.2,3.3,501.393427,99.1,29.8,3247,17.1,19879.84979,-6.7
800,KONTRON,2022,Austria,EU,Technology Hardware & Equipment,225,6.5,1483.513,10.5,15.2,40.489,-13.8,2.7,254.708,319.0,17.2,4475,-1.5,1003.24622,-21.3
801,SYSMEX,2022,Japan,Japan,Health Care Equipment & Services,224.16601,13.4,2901.393476,12.8,7.7,123.582503,36.9,4.3,522.410843,6.5,18.0,9500,8.3,12748.82865,-31.2
802,REGENXBIO,2022,US,US,Pharmaceuticals & Biotechnology,224.126291,31.8,105.6854,-76.0,212.1,28.805562,-63.5,27.3,-246.461759,-264.3,-233.2,401,7.8,1195.654127,-7.3
803,UPSTART,2022,US,US,Financial Services,222.43306,77.1,850.621029,13.2,26.1,8.273958,4.7,1.0,-45.973205,-151.7,-5.4,1875,25.3,1975.355476,-88.2
804,EYGS,2022,UK,RoW,Support Services,222.201483,5.3,4836.415584,18.9,4.6,,,,44.688735,0.4,0.9,1016,243.2,,
805,TONGKUN,2022,China,China,Chemicals,221.699433,13.2,8069.590175,3.8,2.7,2017.82841,49.4,25.0,-135.171287,-125.7,-1.7,27510,9.6,4380.876407,-40.3
806,BRUKER,2022,US,US,Health Care Equipment & Services,221.170168,6.8,2372.680561,4.7,9.3,121.132622,40.4,5.1,431.089628,7.7,18.2,8525,9.8,7777.745316,-37.8
807,KPN,2022,Netherlands,EU,Fixed Line Telecommunications,221,15.7,5295,1.1,4.2,961,-2.8,18.1,1215,-34.7,22.9,9452,-2.5,13089.4383,14.8
808,CYTOKINETICS,2022,US,US,Pharmaceuticals & Biotechnology,219.599756,56.8,88.68183,34.3,247.6,10.627231,-76.8,12.0,-303.958502,74.0,-342.8,409,61.7,4674.548501,81.1
809,QISDA,2022,Taiwan,RoW,Technology Hardware & Equipment,219.585397,14.9,7322.574423,6.1,3.0,199.621295,7.2,2.7,187.08955,-18.6,2.6,,,1759.425609,-1.5
810,JOHNSON MATTHEY,2022,UK,RoW,Chemicals,219.500488,6.0,16935.48101,-7.5,1.3,286.255792,-29.3,1.7,531.779534,49.7,3.1,12501,-7.4,4182.487091,-35.0
811,AXON ENTERPRISE,2022,US,US,Aerospace & Defence,219.210669,20.5,1115.634268,37.8,19.6,52.317667,11.9,4.7,87.430189,-155.5,7.8,3734,24.8,7775.512941,-30.6
812,BAIC BLUEPARK,2022,China,China,Electronic & Electrical Equipment,219.133005,-9.0,803.025054,18.0,27.3,276.578026,-8.9,34.4,-638.321866,1.2,-79.5,3726,11.0,4105.846619,13.1
813,MEIJI,2022,Japan,Japan,Food Producers,219.027635,-7.3,7507.235995,4.8,2.9,486.350338,-22.1,6.5,533.16821,-17.0,7.1,17290,-0.3,6952.636344,-4.7
814,23ANDME,2022,US,US,Health Care Equipment & Services,218.82252,19.6,280.788607,10.1,77.9,3.795238,2.0,1.4,-303.779429,27.5,-108.2,769,5.6,820.757334,9.4
815,ZHEJIANG HUAYOU COBALT,2022,China,China,Chemicals,218.573973,111.3,8213.433816,80.2,2.7,2176.145836,136.8,26.5,1031.525065,57.9,12.6,29757,103.2,15841.82974,-30.5
816,TIANNENG POWER,2022,China,China,Electronic & Electrical Equipment,217.73204,9.4,10011.54126,-12.9,2.2,261.575471,27.4,2.6,396.75991,52.0,4.0,26971,5.3,1131.803035,-19.5
817,SUNGROW POWER SUPPLY,2022,China,China,Alternative Energy,216.574175,46.2,5363.72082,66.4,4.0,204.900258,-8.3,3.8,600.708384,103.2,11.2,9239,37.4,16867.62825,-27.1
818,HANSOH PHARMACEUTICAL GROUP,2022,China,China,Pharmaceuticals & Biotechnology,216.00334,-10.4,1259.170188,-5.6,17.2,36.614054,-40.7,2.9,374.643396,-8.1,29.8,10523,-13.4,11164.8404,-26.1
819,HUANENG POWER,2022,China,China,Electricity,215.781767,21.4,32918.21868,20.6,0.7,5446.704588,-6.2,16.5,-312.232914,-67.0,-0.9,57069,-0.8,2268.914342,7.2
820,YOKOGAWA ELECTRIC,2022,Japan,Japan,Electronic & Electrical Equipment,215.514881,6.9,3226.35503,17.1,6.7,61.045586,4.3,1.9,309.942233,49.8,9.6,17084,-1.0,4388.834455,41.9
821,TRAVERE THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,215.184791,9.7,198.779384,-6.8,108.3,0.179073,-96.3,0.1,-249.921352,64.8,-125.7,462,49.0,1593.51158,28.2
822,ASELSAN ELEKTRONIK SANAYI VE TICARET,2022,Türkiye,RoW,Electronic & Electrical Equipment,215.181366,97.2,1767.480025,75.2,12.2,119.404533,71.7,6.8,448.854013,73.8,25.4,10948,10.5,2976.559335,64.0
823,JIANGSU EASTERN SHENGHONG,2022,China,China,Personal Goods,214.758378,12.0,7339.500125,22.4,2.9,4209.445714,-24.8,57.4,393.396589,-60.0,5.4,27441,12.2,12497.47691,66.1
824,ENTEGRIS,2022,US,US,Technology Hardware & Equipment,214.695385,36.6,3077.099577,42.8,7.0,437.082505,121.3,14.2,450.010506,-13.0,14.6,10000,46.0,13251.2015,-13.2
825,BANDAI NAMCO,2022,Japan,Japan,Leisure Goods,214.60312,2.9,6997.865456,11.3,3.1,179.355425,32.0,2.6,814.379367,-5.9,11.6,10563,6.8,16451.79148,37.2
826,CHINA NUCLEAR ENGINEERING,2022,China,China,Construction & Materials,214.513977,18.6,13121.17028,18.5,1.6,739.495433,-31.2,5.6,791.112311,30.7,6.0,43358,5.4,2987.513571,0.0
827,PIERER INDUSTRIE,2022,Austria,EU,Real Estate Investment & Services,214.513,27.2,3264.2,19.6,6.6,224.652,27.7,6.9,269.4,18.0,8.3,10917,14.6,,
828,CENTRAL JAPAN RAILWAY,2022,Japan,Japan,Travel & Leisure,214.334539,-43.8,9897.09615,49.7,2.2,3019.356987,-5.2,30.5,2646.962651,94233.5,26.7,29854,-1.5,23943.76553,2.0
829,EQRX,2022,US,US,Pharmaceuticals & Biotechnology,214.227543,93.5,0,,,1.062254,152.9,,-333.655684,81.2,,363,48.8,,
830,GREENLAND HOLDINGS,2022,China,China,Real Estate Investment & Services,214.149713,-8.3,56357.45726,-20.9,0.4,371.824411,-59.3,0.7,2471.563617,-36.1,4.4,70177,-12.3,5865.932834,-23.1
831,TSINGHUA TONGFANG,2022,China,China,Technology Hardware & Equipment,213.636574,-18.0,3158.498576,-16.6,6.8,106.629956,-12.5,3.4,17.585874,-39.7,0.6,11123,-4.0,1793.948577,-22.1
832,QI AN XIN TECHNOLOGY,2022,China,China,Software & Computer Services,213.180152,-3.7,827.960285,7.6,25.7,25.109429,-25.2,3.0,-3.786471,-94.7,-0.5,9957,3.1,,
833,ZHUZHOU CRRC TIMES ELECTRIC,2022,China,China,Electronic & Electrical Equipment,212.325456,-0.1,2373.769611,20.3,8.9,127.957343,-2.1,5.4,348.314844,27.9,14.7,7994,3.4,2503.987868,-18.7
834,CHINA RAILWAY SIGNAL & COMMUNICATION,2022,China,China,Software & Computer Services,212.076268,-3.3,5311.476935,4.9,4.0,95.015954,-18.6,1.8,658.98601,23.5,12.4,19649,-3.1,583.925689,-12.4
835,HUSQVARNA,2022,Sweden,EU,Industrial Engineering,211.657273,18.4,4858.676328,14.8,4.4,210.758134,-7.1,4.3,258.41249,-49.1,5.3,13499,-1.5,3018.314359,-37.6
836,ENN NATURAL GAS,2022,China,China,Pharmaceuticals & Biotechnology,211.648643,48.1,20428.48325,32.8,1.0,1170.169186,1.9,5.7,2148.291771,15.7,10.5,38967,-1.3,4027.469807,2.3
837,WOLFSPEED,2022,US,US,Technology Hardware & Equipment,211.325798,14.8,864.335642,23.5,24.4,896.118892,48.2,103.7,-181.980201,18.4,-21.1,4802,19.5,13202.45638,43.0
838,GRUNDFOS,2022,Denmark,EU,"Gas, Water & Multiutilities",211.254007,22.6,4483.399015,16.0,4.7,165.937266,14.5,3.7,415.246578,-3.0,9.3,20234,3.6,,
839,SCHINDLER,2022,Switzerland,RoW,Industrial Engineering,211.22369,-6.7,11521.8461,1.0,1.8,122.875319,3.4,1.1,918.010653,-22.5,8.0,69998,1.4,7058.083201,-42.3
840,WILLIAM DEMANT INVEST,2022,Denmark,EU,Financial Services,210.581651,0.8,3424.708501,7.7,6.1,103.677173,13.4,3.0,494.450021,-23.9,14.4,23383,8.6,,
841,SENTINELONE,2022,US,US,Software & Computer Services,210.489495,52.9,395.817721,106.1,53.2,4.643729,35.6,1.2,-374.438563,50.2,-94.6,2100,75.0,5268.334443,110.9
842,KARUNA THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,210.244793,74.9,9.972815,-71.2,2108.2,0.857866,-70.2,8.6,-271.58834,100.4,-2723.3,210,78.0,7162.875513,117.4
843,HAN'S LASER TECHNOLOGY,2022,China,China,Industrial Engineering,209.914322,17.8,1978.144272,-8.4,10.6,130.114024,32.1,6.6,184.994777,-46.7,9.4,18335,18.6,3919.096948,-34.5
844,SANAN OPTOELECTRONICS,2022,China,China,Chemicals,209.568403,41.8,1295.522273,1.5,16.2,549.231617,-52.0,42.4,229.123395,-17.4,17.7,14883,-20.1,12884.54188,-35.2
845,SMARTSHEET,2022,US,US,Software & Computer Services,208.949086,29.5,719.02806,39.2,29.1,5.753799,-41.9,0.8,-207.796826,30.3,-28.9,3191,25.7,4073.757904,-56.6
846,WUXI APPTEC,2022,China,China,Pharmaceuticals & Biotechnology,208.939322,71.0,5281.624149,71.8,4.0,1314.980582,45.0,24.9,1278.809137,106.3,24.2,44361,27.1,30782.36716,-32.2
847,SQUARESPACE,2022,US,US,Software & Computer Services,208.337798,19.3,812.837401,10.6,25.6,10.822243,4.7,1.3,-198.588122,-1.7,-24.4,1800,12.5,1796.530255,-52.2
848,WATERS,2022,US,US,Health Care Equipment & Services,208.316234,8.7,2786.384095,6.7,7.5,164.936316,9.1,5.9,822.638643,5.8,29.5,8200,5.1,16762.57028,-29.6
849,DR REDDY'S LABORATORIES,2022,India,RoW,Pharmaceuticals & Biotechnology,207.973472,11.9,2784.595371,14.7,7.5,128.233697,-22.8,4.6,660.647599,103.7,23.7,25863,4.3,8004.096691,-9.7
850,EMBRAER,2022,Brazil,RoW,Aerospace & Defence,207.85683,29.2,815.950026,-80.0,25.5,24.476344,-75.2,3.0,-16.730893,-109.4,-2.1,19475,6.3,1839.001317,-41.0
851,XIAMEN TUNGSTEN,2022,China,China,Industrial Metals & Mining,207.789798,33.8,6304.340106,51.4,3.3,232.535031,26.4,3.7,481.846141,37.1,7.6,15912,9.7,4772.197403,-17.7
852,ALTERYX,2022,US,US,Software & Computer Services,207.625253,67.2,801.94484,59.5,25.9,22.157331,-27.9,2.8,-271.152375,112.2,-33.8,2900,45.0,3550.217479,-13.9
853,ENEOS HOLDINGS,2022,Japan,Japan,Oil & Gas Producers,207.542272,21.6,106135.7358,37.5,0.2,2068.96972,26.8,1.9,1511.664577,-70.8,1.4,44617,6.6,11954.50217,22.9
854,SORRENTO THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,207.412427,6.9,58.91527,18.8,352.1,12.804243,54.0,21.7,-412.116246,9.5,-699.5,949,18.8,864.806215,-65.6
855,FATE THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,207.344923,38.5,90.286931,72.4,229.7,33.345223,-29.9,36.9,-289.130069,42.1,-320.2,551,22.7,2377.262999,-63.6
856,COSTAR,2022,US,US,Software & Computer Services,207.128346,9.9,2046.127824,12.3,10.1,87.889593,-50.4,4.3,422.791293,4.3,20.7,5653,19.2,25852.17472,-17.6
857,LUMENTUM,2022,US,US,Electronic & Electrical Equipment,206.919271,2.9,1605.663543,-1.7,12.9,85.50538,-3.8,5.3,283.330329,-7.6,17.6,6815,21.3,5334.481203,-9.7
858,JIANGSU ZHONGTIAN TECHNOLOGIES,2022,China,China,Electronic & Electrical Equipment,206.7972,9.6,5289.856443,-13.8,3.9,262.566176,50.4,5.0,548.9212,-8.8,10.4,14018,9.2,10195.88941,204.8
859,PAYLOCITY HOLDING,2022,US,US,Software & Computer Services,205.865454,51.3,1101.254926,37.8,18.7,20.541917,21.3,1.9,145.346021,78.2,13.2,6100,15.1,12455.53451,-9.6
860,HUIZHOU DESAY SV AUTOMOTIVE,2022,China,China,Electronic & Electrical Equipment,205.596368,76.8,1919.934152,54.5,10.7,174.327326,92.3,9.1,183.367536,41.6,9.6,7854,47.0,11290.30531,73.6
861,TOKAI RIKA,2022,Japan,Japan,Automobiles & Parts,205.534984,-4.6,3909.43373,13.5,5.3,159.240137,24.6,4.1,109.955562,107.1,2.8,20006,-0.4,1000.390824,-6.2
862,ALARM.COM,2022,US,US,Software & Computer Services,204.983211,23.0,789.948773,12.5,25.9,26.851689,158.9,3.4,47.850198,-17.1,6.1,1733,15.5,3105.822453,-21.3
863,DYNATRACE,2022,US,US,Software & Computer Services,204.71507,39.7,1086.190228,24.6,18.8,20.19502,21.7,1.9,87.147984,14.3,8.0,4180,16.1,10285.61324,-43.9
864,NEKTAR THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,204.690693,-45.5,86.306993,-9.7,237.2,5.321584,-62.1,6.2,-290.008562,-30.7,-336.0,216,-70.8,692.26995,-74.0
865,NAVINFO,2022,China,China,Software & Computer Services,204.479652,10.8,441.273161,9.7,46.3,80.770721,-4.1,18.3,-69.740512,-595.5,-15.8,4273,-1.9,3971.590247,18.0
866,REVOLUTION MEDICINES,2022,US,US,Pharmaceuticals & Biotechnology,204.100031,38.2,33.170837,20.4,615.3,10.140638,65.7,30.6,-242.1518,37.4,-730.0,246,30.9,1712.676704,-14.7
867,SHENZHEN SED INDUSTRY,2022,China,China,Technology Hardware & Equipment,203.91884,51.9,6792.890747,15.6,3.0,85.99319,9.9,1.3,218.41018,-21.7,3.2,24171,16.8,1198.451855,13.6
868,KONAMI,2022,Japan,Japan,Software & Computer Services,203.04001,13.5,2221.594289,4.9,9.1,309.426275,89.3,13.9,349.918363,-34.1,15.8,4881,-0.3,7180.860858,1.4
869,CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES,2022,China,China,Pharmaceuticals & Biotechnology,202.975559,49.1,1680.362999,18.0,12.1,280.657065,-6.2,16.7,674.910019,5.3,40.2,8841,9.9,9046.563422,-28.7
870,ARCHER DANIELS MIDLAND,2022,US,US,Food Producers,202.512744,26.3,95214.7418,19.1,0.2,1236.640321,12.8,1.3,3914.308825,43.7,4.1,42000,2.4,46191.42801,47.0
871,BLACKBAUD,2022,US,US,Software & Computer Services,202.219288,30.7,992.035865,14.1,20.4,11.521662,5.4,1.2,-26.706368,-213.2,-2.7,3200,-11.1,2600.287842,-18.6
872,EVE ENERGY,2022,China,China,Electronic & Electrical Equipment,201.813222,56.5,4842.708305,114.5,4.2,1856.761115,120.7,38.3,369.614182,62.8,7.6,27427,85.0,23453.05367,-6.7
873,IAI,2022,Israel,RoW,Aerospace & Defence,201.575185,5.4,4197.451643,7.0,4.8,165.947943,-18.4,4.0,197.824949,12.2,4.7,13725,-4.2,,
874,ELEKTA,2022,Sweden,EU,Health Care Equipment & Services,201.497004,9.5,1516.75724,16.0,13.3,18.612173,10.1,1.2,128.666762,-3.8,8.5,4390,-7.6,2030.226474,-43.4
875,PAYCOM SOFTWARE,2022,US,US,Software & Computer Services,201.340795,25.4,1289.348012,30.3,15.6,124.393453,9.9,9.6,355.033904,49.3,27.5,6349,17.9,19764.91956,-28.2
876,EXTREME NETWORKS,2022,US,US,Technology Hardware & Equipment,200.890766,12.4,1230.503059,18.0,16.3,12.938314,-10.6,1.1,104.596894,52.9,8.5,2849,7.8,1762.14463,34.0
877,SANTEN PHARMACEUTICAL,2022,Japan,Japan,Pharmaceuticals & Biotechnology,200.000806,7.3,1972.209956,4.8,10.1,122.112377,-0.4,6.2,-17.931301,-107.2,-0.9,4144,-4.0,2849.16585,-38.6
878,LIVEPERSON,2022,US,US,Software & Computer Services,199.953207,18.6,482.655373,9.6,41.4,45.458485,6.1,9.4,-189.3091,124.7,-39.2,1301,-15.5,815.810693,-80.5
879,VIAVI SOLUTIONS,2022,US,US,Technology Hardware & Equipment,199.887578,5.0,1211.701251,7.8,16.5,67.973027,39.2,5.6,173.354659,31.5,14.3,3600,0.0,2986.787547,-14.4
880,YUTONG BUS,2022,China,China,Automobiles & Parts,199.550957,10.9,2590.903766,-6.8,7.7,130.938582,41.0,5.1,132.579512,215.3,5.1,13039,-17.1,2278.930311,-37.6
881,IMMUNOGEN,2022,US,US,Pharmaceuticals & Biotechnology,199.165658,40.9,101.989543,55.7,195.3,1.27883,-4.9,1.3,-207.10022,76.6,-203.1,277,161.3,1202.272258,4.7
882,NIPPON PAINT,2022,Japan,Japan,Industrial Engineering,198.650834,15.9,9252.049903,31.1,2.1,264.636894,7.2,2.9,780.262539,22.9,8.4,33763,11.6,18195.47408,-20.7
883,C3.AI,2022,US,US,Software & Computer Services,198.443737,40.1,250.136053,5.6,79.3,66.114785,1760.1,26.4,-272.354326,48.1,-108.9,914,29.8,1771.674927,-63.6
884,TRANE TECHNOLOGIES,2022,Ireland,EU,Industrial Engineering,198.01246,9.1,14993.16226,13.1,1.3,273.579716,30.9,1.8,2267.861465,19.6,15.1,39000,5.4,33471.50867,-24.3
885,BAT,2022,UK,RoW,Tobacco,198.003018,-37.5,31290.13411,7.7,0.6,591.746162,-0.8,1.9,12010.29736,3.9,38.4,50397,-3.2,87866.48823,24.0
886,PHOENIX CONTACT,2022,Germany,EU,Electronic & Electrical Equipment,197.528282,10.9,2974.801446,26.2,6.6,,,,345.493801,187.2,11.6,17382,4.0,,
887,GRUENENTHAL PHARMA,2022,Germany,EU,Pharmaceuticals & Biotechnology,197.347,20.9,1654,12.7,11.9,43.269,20.4,2.6,243.561,56.8,14.7,4400,-2.9,,
888,ANHUI CONSTRUCTION ENGINEERING,2022,China,China,Construction & Materials,197.132517,23.0,10444.02504,11.5,1.9,438.627033,145.3,4.2,726.681903,23.0,7.0,18060,6.2,1314.327337,40.8
889,LONZA,2022,Switzerland,RoW,Chemicals,197.006711,-1.0,6319.447232,-1.2,3.1,1858.362274,40.7,29.4,1604.487646,20.4,25.4,17494,7.9,39581.03124,-32.5
890,SEABOARD,2022,US,US,Food Producers,196.88739,9.9,10540.97584,21.8,1.9,444.402966,3.0,4.2,615.976263,43.4,5.8,13000,-1.5,4203.380077,-9.2
891,GD POWER DEVELOPMENT,2022,China,China,Electricity,196.300009,9.6,25128.09517,14.8,0.8,5053.928967,76.5,20.1,2452.491955,184.5,9.8,39250,-7.4,10412.31887,59.8
892,RELIANCE INDUSTRIES,2022,India,RoW,Chemicals,196.036855,54.4,98910.27631,25.5,0.2,9310.10848,,9.4,11691.20315,27.1,11.8,389414,13.5,202221.874,16.9
893,WESTINGHOUSE AIR BRAKE TECHNOLOGIES,2022,US,US,Automobiles & Parts,195.949831,18.8,7839.868358,6.9,2.5,139.696291,14.6,1.8,1039.752931,15.9,13.3,27000,8.0,15009.44515,-5.7
894,HASHICORP,2022,US,US,Software & Computer Services,195.372294,19.1,446.174014,48.4,43.8,0.236264,17.8,0.1,-278.724102,2.8,-62.5,2400,29.7,2443.874772,
895,CHINA BAOAN,2022,China,China,Real Estate Investment & Services,194.788623,96.5,4214.91123,83.3,4.6,495.104562,83.4,11.7,315.868673,24.5,7.5,17193,19.9,5054.055977,-47.3
896,BLACKBERRY,2022,Canada,RoW,Technology Hardware & Equipment,194.074713,-5.5,615.038704,-8.6,31.6,6.562913,-12.5,1.1,-465.029264,24700.0,-75.6,3181,-4.3,3104.080628,-44.7
897,RECORDATI,2022,Italy,EU,Pharmaceuticals & Biotechnology,193.902,16.7,1853.307,17.3,10.5,23.887,9.3,1.3,437.326,-10.8,23.6,4369,1.5,8519.759206,-26.7
898,SMC,2022,Japan,Japan,Industrial Engineering,193.385237,16.6,5829.418858,13.4,3.3,510.162145,-7.0,8.8,1824.69549,13.4,31.3,22988,6.3,31712.31869,-5.5
899,SUNTORY,2022,Japan,Japan,Beverages,193.243879,10.7,18792.03962,16.3,1.0,929.600527,8.7,4.9,1831.664455,7.9,9.7,40885,1.5,,
900,NOVOCURE,2022,UK,RoW,Pharmaceuticals & Biotechnology,193.216846,2.4,504.256732,0.5,38.3,20.024385,-11.6,4.0,-83.933094,101.9,-16.6,1631,39.8,8065.050687,-38.2
901,XYLEM,2022,US,US,"Gas, Water & Multiutilities",193.137154,1.0,5177.200798,6.3,3.7,195.012272,0.0,3.8,597.225083,7.8,11.5,17800,2.9,15389.61707,-33.2
902,NXC,2022,South Korea,RoW,Software & Computer Services,193.053625,18.0,3267.992769,18.9,5.9,,,,722.817956,-11.4,22.1,,,,
903,ALTANA,2022,Germany,EU,Chemicals,192.944,7.4,3020.99,13.3,6.4,103.493,-30.7,3.4,293.537,-8.6,9.7,6880,3.3,,
904,SUMITOMO RUBBER INDUSTRIES,2022,Japan,Japan,Automobiles & Parts,192.66431,7.1,7765.264388,17.4,2.5,475.840347,41.1,6.1,118.048325,-67.0,1.5,40365,0.8,2230.99934,-9.0
905,NCR,2022,US,US,Technology Hardware & Equipment,192.199595,-23.2,7354.212796,9.6,2.6,86.255428,-13.2,1.2,546.596897,0.7,7.4,35000,-7.9,3985.324133,-23.8
906,AMBARELLA,2022,US,US,Technology Hardware & Equipment,192.148966,22.5,316.525543,1.7,60.7,14.1112,55.5,4.5,-69.619381,150.5,-22.0,937,4.2,2444.900576,-30.6
907,ONECONNECT FINANCIAL TECHNOLOGY,2022,China,China,Financial Services,191.626672,3.3,599.093222,8.0,32.0,2.961376,-51.6,0.5,-119.664522,-28.1,-20.0,2832,-26.3,394.893331,-77.0
908,JOINCARE PHARMACEUTICAL,2022,China,China,Pharmaceuticals & Biotechnology,191.474555,-14.1,2256.393827,8.0,8.5,154.045265,-24.6,6.8,439.288397,13.4,19.5,14116,6.7,2725.691551,-6.1
909,VOESTALPINE,2022,Austria,EU,Industrial Metals & Mining,191.2,9.9,18451,18.9,1.0,752.1,15.0,4.1,1594,10.6,8.6,49633,2.7,3592.409309,-47.6
910,SANKEN ELECTRIC,2022,Japan,Japan,Technology Hardware & Equipment,191.00335,32.9,1593.016285,28.3,12.0,158.547482,30.9,10.0,184.875467,90.7,11.6,8707,7.5,877.198341,-8.8
911,RIBBON COMMUNICATIONS,2022,US,US,Software & Computer Services,190.958266,4.5,768.573365,-3.0,24.8,9.613729,-40.1,1.3,-29.256528,-68.3,-3.8,3394,-7.9,495.119347,-45.4
912,CLOVER BIOPHARMACEUTICALS,2022,China,China,Pharmaceuticals & Biotechnology,190.79339,-21.1,1.94732,-10.0,9797.7,10.338245,30.0,530.9,-320.309396,7.4,-16448.7,764,-6.1,397.641278,
913,ADEIA,2022,US,US,Electronic & Electrical Equipment,190.593556,-12.5,411.525584,-50.0,46.3,11.790741,-9.8,2.9,151.553599,535.1,36.8,120,-93.7,1554.231726,-26.1
914,JSR,2022,Japan,Japan,Chemicals,190.487392,10.4,2889.929317,-22.9,6.6,220.533101,-34.5,7.6,221.982024,-33.3,7.7,7994,-17.6,4610.344781,-24.4
915,OFILM GROUP,2022,China,China,Electronic & Electrical Equipment,190.331391,-2.4,1940.060535,-35.5,9.8,97.388169,-17.4,5.0,-445.65376,126.2,-23.0,12555,-30.1,2482.454695,-7.9
916,RAPID7,2022,US,US,Software & Computer Services,190.26541,21.4,642.305732,28.0,29.6,19.109327,126.2,3.0,-104.53689,7.9,-16.3,2623,11.5,3141.017772,-50.6
917,BRUNSWICK,2022,US,US,Leisure Goods,190.230721,31.3,6386.839419,16.5,3.0,364.054159,45.4,5.7,912.151151,19.6,14.3,18400,-1.0,5209.206934,-26.0
918,ZOOMINFO,2022,US,US,Software & Computer Services,190.230721,78.1,1029.439782,46.9,18.5,27.095455,22.5,2.6,168.666864,32.5,16.4,3540,29.1,,
919,AUTOHOME,2022,China,China,General Retailers,190.181682,1.4,931.496673,-4.1,20.4,15.635332,-46.8,1.7,167.424202,-30.0,18.0,5355,-7.6,4217.370574,-14.9
920,KINGDEE INTERNATIONAL SOFTWARE,2022,China,China,Software & Computer Services,190.165577,12.5,653.012527,16.6,29.1,53.604325,23.7,8.2,-71.687162,19.4,-11.0,12036,3.9,6392.303263,-45.8
921,GEM,2022,China,China,Mining,189.968736,48.5,3931.940195,52.5,4.8,554.641303,30.4,14.1,293.822347,24.6,7.5,10372,47.9,5652.122124,-34.1
922,XINXING DUCTILE IRON PIPES,2022,China,China,Industrial Engineering,189.05895,15.3,6313.659732,-10.1,3.0,314.575067,-24.3,5.0,261.775035,-37.4,4.1,14944,-4.0,2065.427377,-10.8
923,SHISEIDO,2022,Japan,Japan,Personal Goods,188.557851,4.1,7543.97502,5.7,2.5,256.487588,-51.8,3.4,298.6265,-57.7,4.0,33414,-5.4,14969.84517,-27.4
924,TUSAS TURK HAVACILIK VE UZAY SANAYII,2022,Türkiye,RoW,Aerospace & Defence,188.456256,93.0,1526.169359,119.3,12.3,208.371853,145.2,13.7,21.403076,-60.3,1.4,16657,30.0,,
925,DANA,2022,US,US,Automobiles & Parts,188.449359,12.9,9521.849204,13.5,2.0,412.52596,19.2,4.3,83.442751,-75.9,0.9,41800,4.0,2079.200605,-34.3
926,TOPPAN PRINTING,2022,Japan,Japan,Support Services,187.942942,2.0,11583.13327,5.9,1.6,462.19927,53.7,4.0,373.178874,-22.3,3.2,53946,-0.7,5415.481943,15.9
927,LUYE PHARMA,2022,China,China,Pharmaceuticals & Biotechnology,187.815238,-5.2,802.7706,15.0,23.4,87.99634,17.9,11.0,115.020613,428.9,14.3,5005,507.4,967.548532,-45.2
928,KONE,2022,Finland,EU,Industrial Engineering,187.8,-0.5,10906.7,3.7,1.7,101.2,4.9,0.9,1031.2,-20.4,9.5,63277,0.9,18091.23012,-43.2
929,RICHTER GEDEON,2022,Hungary,EU,Pharmaceuticals & Biotechnology,187.444417,23.1,2003.381002,27.3,9.4,147.818774,28.4,7.4,379.313591,12.2,18.9,12180,-2.9,3741.914936,-9.2
930,COHERUS BIOSCIENCES,2022,US,US,Pharmaceuticals & Biotechnology,186.909887,-44.6,197.864326,-35.4,94.5,1.911682,58.2,1.0,-240.840155,-2.6,-121.7,359,8.1,814.702139,-28.9
931,SWISSCOM,2022,Switzerland,RoW,Fixed Line Telecommunications,186.851725,-5.2,11284.21945,-0.6,1.7,2324.47609,0.8,20.6,2103.097415,-2.3,18.6,19157,1.3,26628.54836,-5.8
932,KDDI,2022,Japan,Japan,Technology Hardware & Equipment,186.402137,5.2,40087.53493,4.1,0.5,2789.367014,-7.3,7.0,7592.135796,1.4,18.9,49659,1.7,69654.13783,26.9
