NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Watly,Watly builds the most advanced and beautifully designed solar water purifiers and micro-powers station in the world.,Europe,Italy,Bari,41.1007588,16.7848407,1.42,solar energy;sustainable development goals;desalination;climate tech,energy,clean energy;water,seed,European Innovation Council;Startupbootcamp,government;accelerator,Rome
Triventus,"A leading consultancy firm in renewable energy with advanced expertise in wind power. We operate in Sweden, Norway & Finland",Europe,Sweden,Berlin,56.9027333,12.4888013,12.76,wind energy;sustainable development goals;climate tech,energy,clean energy,late growth,Industrifonden;Sustainable Technologies Fund;Havgul Clean Energy,"venture_capital;private_equity,venture_capital;corporate",Gothenburg
TESVOLT,Commercial & Industrial Energy Storage,Europe,Germany,Berlin,51.8839,12.56374,5.23,lithium ion batteries,energy,energy storage;clean energy,late growth,European Innovation Council;Bmp Ventures;Berenberg;Xanadu Real Estate,government;venture_capital;investment fund;corporate,Leipzig
Tracks,Carbon visibility platform offering a suite of solutions for CO2 allocation and management in order to drive decarbonisation and accelerate the transition to a carbon-free road freight industry,Europe,Germany,Berlin,52.45314,13.38517,2.96,truck;fleet management;logistics management;carbon tracking & offset;sustainable development goals;climate tech,energy;transportation,energy efficiency;clean energy;logistics & delivery,early growth,Innogy Ventures;Future Energy Ventures;Mobility.fund;IBB;TechQuartier;EIT Climate-KIC;Innogy Innovation Hub;Golzern,"corporate_venture_fund;corporate_venture_fund,venture_capital;venture_capital;venture_capital;accelerator;accelerator;accelerator;venture_capital",Berlin
Nuventura,Pioneers in the design and development of clean power grid technology to minimize the use of greenhouse gases in the global energy supply,Europe,Germany,Berlin,52.5377866,13.424177,2.75,sustainable development goals;urban tech;smart grid;climate tech,energy,energy efficiency;energy providers,early growth,European Innovation Council;EIT Climate-KIC;IBB Ventures;APEX Ventures;E.ON;Future Energy Ventures;DOEN Participaties;Cycle Group;APEX Energy;ADB Ventures,"government;accelerator;venture_capital;venture_capital;corporate;corporate_venture_fund,venture_capital;venture_capital;venture_capital;investment fund;venture_capital",Berlin
LiveEO,Bringing Earth Observation to enterprise customers starting in the infrastructure sector,Europe,Germany,Berlin,52.4986227,13.4004547,5.35,berlin startup scholarship;space tech;sustainable development goals;esa;esa sme;space downstream;space tech to energy,energy;enterprise software,oil & gas,late growth,EXIST;Dieter von Holtzbrinck Ventures;Andreas Kupke;btov Partners;Helen Ventures;Motu Ventures;Sap.io;Centre for Entrepreneurship TU Berlin;Science & Startups;High-Tech SeedLab;Plug and Play;Crossventures;Technical University Berlin;PARSEC Accelerator,investment fund;venture_capital;angel;venture_capital;corporate_venture_fund;venture_capital;accelerator;accelerator;non-profit;accelerator;venture_capital;venture_capital;university;accelerator,Berlin
Ecoworks,Developed a process for improving the energy efficiency of existing homes,Europe,Germany,Berlin,52.5084593,13.3923502,17.63,sustainable development goals;climate tech,real estate;energy,energy efficiency,early growth,Surplus Invest;PropTech1 Ventures;Wi Venture;Alexander Ljung;Christian Vollmann;Motu Ventures;EIT Climate-KIC;SB21 - Saarbruecker21;Warema;JLL Spark;Zacua Ventures;Blackhorn Ventures,venture_capital;venture_capital;venture_capital;angel;angel;venture_capital;accelerator;venture_capital;corporate;corporate_venture_fund;venture_capital;venture_capital,Berlin
Comgy,Digital Meter reading solution for households and the energy sector,Europe,Germany,Berlin,52.5056833,13.4303221,25.5,smart meter,energy,energy efficiency,late growth,Signa Holding;Verve Ventures;Swiss Life Asset Management;Rivus Ventures;BonVenture Management;EWE;Momeni Digital Ventures;2bX,corporate;venture_capital;venture_capital;venture_capital;venture_capital;corporate;corporate_venture_fund;venture_capital,Berlin
Home Power Solutions,Develops and produces integrated systems for storing and using solar energy for single and multi-family homes,Europe,Germany,Berlin,52.43014945,13.52446613,15.4,sustainable development goals;urban tech;climate tech,energy,energy storage,late growth,EIT InnoEnergy,venture_capital,Berlin
Enpal,Germany's online solar provider,Europe,Germany,Berlin,52.5125051,13.434012,251.0,solar energy;urban tech;sustainable development goals;verified unicorns and $1b exits;climate tech,energy,energy providers,late growth,Spreadshirt;Lukasz Gadowski;Picus Capital;Robert Gentz;David Schneider;Rubin Ritter;Princeville Capital;HV Capital (Formerly Holtzbrinck Ventures);E.R. Capital Holdings;FRIBA Investment;Heliad Equity Partners GmbH & Co. KGaA;Peter Rive;Thomas Griesel;Christopher Muhr;UniCredit;BlackRock;Pricoa Capital Group;Softbank Capital;TA Ventures,"corporate;angel;venture_capital;angel;angel;angel;investment fund;venture_capital;investment fund;investment fund;corporate;angel;angel;angel;corporate;private_equity,venture_capital;venture_capital;venture_capital;family_office,private_equity,venture_capital",Berlin
ME Energy,The next generation of charging infrastructure,Europe,Germany,Berlin,52.3260787,13.6334351,2.0,sustainable development goals;electric vehicle;car charging;urban tech,energy;transportation,energy storage,early growth,Brandenburg Kapital GmbH;Brandenburg Kapital,venture_capital;venture_capital,Berlin
Lition,Innovative electricity provider that connects consumers directly with producers of renewable energies,Europe,Germany,Berlin,52.5021601,13.3081262,4.9,consumer electronics;sustainable development goals;solar energy;trading;climate tech;real estate;natural resources;smart home,fintech;energy,energy providers;clean energy,seed,,,Berlin
Swobbee GmbH,"""The"" gas station for electric micromobility - Battery-as-a-Service & Charging-as-a-Service for 20+ vehicle types - including software plattform & App",Europe,Germany,Berlin,52.4315637,13.5235985,6.0,battery;fleet management;urban tech;sustainable development goals;climate tech,energy;transportation,energy providers;mobility;logistics & delivery;energy storage,early growth,EIT InnoEnergy;EPITECH - European Institute of Technology,venture_capital;university,Berlin
Boreal Light GmbH,Young Berlin based company specialized on renewable energy solution for water treatment facilities,Europe,Germany,Berlin,52.3967773,13.3767088,6.82,berlin startup scholarship;sustainable development goals;wastewater treatment;desalination;off-grid;climate tech,energy,clean energy;water,seed,Rainmaking;EIT Food;WISTA Management GmbH,venture_capital;accelerator;government & non-profit,Berlin
SolarworX,"Developing second generation, highly innovative off-grid products like modular Solar Home and Business Systems and distribute them via local partners",Europe,Germany,Berlin,52.5170365,13.3888599,1.9,off-grid;solar energy;sustainable development goals;climate tech,energy,clean energy,seed,EIT InnoEnergy;Canadian Solar;German Investment Corporation (DEG);InnoEnergy GmbH,venture_capital;corporate;investment fund;venture_capital,Berlin
Plan A,"Developed the first Carbon Reduction Software which helps businesses calculate, monitor, reduce and report on their carbon footprint",Europe,Germany,Berlin,52.5065611,13.3915552,11.82,sustainable development goals;carbon tracking & offset;sustainability measurement;climate tech,energy;enterprise software,energy efficiency,late growth,SoftBank;Demeter Partners;Coparion;Keen Venture Partners;HV Capital (Formerly Holtzbrinck Ventures);Plug and Play;RESPOND Accelerator,"corporate;private_equity,venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;accelerator",Berlin
Planetly,"Analyze, reduce and offset your company's carbon emissions based on data",Europe,Germany,Berlin,52.5283248,13.4052517,5.2,sustainable development goals;carbon tracking & offset;industrial technology;energy tech;climate tech,energy;enterprise software,energy efficiency,late growth,Speedinvest;Cavalry Ventures;Nico Rosberg;Lars Hinrichs;Cinco Capital;OneTrust;SB21 - Saarbruecker21,venture_capital;venture_capital;angel;angel;venture_capital;corporate;venture_capital,Berlin
Cleanhub,Protect and preserve the oceans by building an economy where plastic is too valuable to waste,Europe,Germany,Berlin,52.51227,13.41973,4.0,sustainable development goals;plastic;climate tech,energy,waste solution;water,early growth,Lakestar;468 Capital;Übermorgen Ventures;Pirate Impact Capital;Heilemann brothers' investment vehicle;Andreas Brenner;Marc Stöckli;Charlie Songhurst;Erik Hahnloser;Friedrich Neuman,"private_equity,venture_capital;venture_capital;venture_capital;investment fund;investment fund;angel;angel;angel;angel;angel",Berlin
Changers.com,Innovative and social media device that can charge any cool gadget that uses a USB,Europe,Germany,Berlin,52.5068676,13.3204425,1.35,human resources;ride sharing;corporate wellness;charging technology;solar energy;sustainable development goals;user behavior;urban tech;climate tech,energy,,seed,TechFounders;Sap.io,accelerator;accelerator,Berlin
Grandperspective GmbH,"Screening vast areas and complex infrastructure for the emission of potentially hazardous, toxic and flammable gases",Europe,Germany,Berlin,52.5045704,13.418966,0.91,sustainable development goals,energy,oil & gas,early growth,Brandenburg Kapital GmbH;High-Tech Gründerfonds;DiaMedCare;Brandenburg Kapital,"venture_capital;venture_capital;corporate_venture_fund,venture_capital;venture_capital",Berlin
Betteries AMPS,Upcycling all electric vehicle batteries into affordable power systems to avert climate change and protect valuable resources. ,Europe,Germany,Berlin,52.41296,13.2767,2.1,lithium ion batteries;sustainable development goals;climate tech,energy,energy storage;waste solution,early growth,Third Derivative;Extantia Capital;ISAR AG;Factor[e] Ventures;EIT Climate-KIC;KIMPA - Impact Family office,accelerator;venture_capital;service provider;venture_capital;accelerator;service provider,Berlin
Thermondo,Promotes the energy transition with innovative heat solutions,Europe,Germany,Berlin,52.5359598,13.3976529,74.4,solar energy;sustainable development goals;climate tech,energy,energy efficiency;clean energy,late growth,IBB Ventures;HV Capital (Formerly Holtzbrinck Ventures);E.ON;Grey Corp GmbH;Global Founders Capital;Eneco;Vorwerk Ventures;IBB;Picus Capital;Brookfield;EIT Climate-KIC;Redstone;Eneco Energy Ventures;Future Energy Ventures;Eneco group,"venture_capital;venture_capital;corporate;venture_capital;venture_capital;corporate;corporate_venture_fund;venture_capital;venture_capital;private_equity,venture_capital;accelerator;venture_capital;corporate_venture_fund;corporate_venture_fund,venture_capital;venture_capital",Berlin
Vaayu,Software that helps retailers track and cut their carbon emissions in real-time,Europe,Germany,Berlin,52.5200066,13.404954,11.91,sustainable development goals;climate tech,energy;enterprise software,energy efficiency;clean energy,early growth,Berlin Founders Fund;CapitalT;Atomico Angel Programme;Positive Planet;SB21 - Saarbruecker21;Silicon Allee;Plug and Play;Atomico;Seven Seven Six;Cristina Stenbeck;Bryant Chou,"accelerator;venture_capital;angel_fund,venture_capital;investment fund;venture_capital;government & non-profit;venture_capital;venture_capital;venture_capital;angel;angel",Berlin
Climatiq,Software to scale carbon emissions down to zero,Europe,Germany,Berlin,52.51605,13.37691,1.82,carbon tracking & offset;sustainability measurement;sustainable development goals;climate tech,energy;enterprise software,clean energy,early growth,Cherry Ventures;Jens Lapinski;Paul Forster,venture_capital;angel;angel,Berlin
Ostrom Energy,"Make energy fair, smart and green - one flexible monthly plan with no hidden fees, digital-first and 100% renewable energy",Europe,Germany,Berlin,52.531695,13.3829794,4.4,sustainable development goals;climate tech,energy,clean energy;energy providers,early growth,468 Capital;Alexander Kudlich;Philipp Klöckner;J12 Ventures;Global Founders Capital;Übermorgen Ventures;Eric Quidenus-Wahlforss;Jörg Kattner;Julian Weselek;Anton Rummel;Ferdinand Meyer;Stephan Haslebacher;Diana Zur Löwen,venture_capital;angel;angel;venture_capital;venture_capital;venture_capital;angel;angel;angel;angel;angel;angel;angel,Berlin
