NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Nordsense,A complete end-to-end waste management solution that monitors container levels and applies advanced data analytics to deliver directions to a driver,Europe,Denmark,Copenhagen,55.6782278,12.5711882,4.13,monitoring;waste management;iot;industrial iot;iiot;industry 4.0;circular economy;sustainable development goals;core sustainable impact;responsible consumption and production (#12);industry innovation and infrastructure (#9);sustainable cities and communities (#11);industrial connectivity;industrial technology;manufacturing tech;nordic impact 2021,energy,waste solution,early growth stage,Rincon Venture Partners;Root Ventures;New Enterprise Associates;Sky Ocean Ventures;Henrik Rosendahl;Juha Christensen;Klaus Oestermann;Peter Jensen,venture_capital;venture_capital;venture_capital;corporate_venture_fund;angel;angel;angel;angel,Copenhagen
Nortical,Nortical builds tools for intelligent Lithium-ion performance prediction and third-party verification of battery data,Europe,Sweden,Gothenburg,57.7032971,11.9609456,1.32,lithium ion batteries;sustainable development goals,energy,energy storage,early growth stage,E14 Fund;Norrsken VC;Almi Invest;Jellyfish,venture_capital;venture_capital;venture_capital;corporate,Gothenburg
"Eneida Wireless & Sensors, S.A.",Grid optimisation software and sensor networks,Europe,Portugal,Coimbra,40.192167,-8.414164,5.91,saas;platform;optimization;electric;power;iot;network;remote;energy efficiency;smart sensor;collaboration;energy providers;sensor;energy tech;industrial technology,energy,energy efficiency,early growth stage,Portugal Ventures;EIT InnoEnergy;HCapital Partners;Korys;200M;H Capital,"venture_capital;accelerator;private_equity,venture_capital;family_office;venture_capital;venture_capital",Porto
BeFC,Offering eco-friendly paper-based biofuel cells for sustainable and practical energy generation,Europe,France,Grenoble,45.1894298,5.7165413,3.03,biofuel;battery cells;paper;affordable and clean energy (#7);sustainable development goals;responsible consumption and production (#12);core sustainable impact;digital sandbox 2020 (eit health);digital sandbox (eit health),energy,waste solution,early growth stage,Demeter Partners;BNP Paribas Développement;Supernova Invest;EIT Health,"private_equity,venture_capital;corporate_venture_fund;venture_capital;accelerator",Grenoble
Nilar International,Nilar International develops and manufactures powerful and advanced NiMH battery energy storage solutions,Europe,Sweden,Stockholm,59.4407907,18.0596816,30.82,storage;battery;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,energy storage,late growth stage,Första Entreprenörsfonden;European Investment Bank;Waterman Ventures (NL),venture_capital;government & non-profit;venture_capital,Stockholm
Kaffe Bueno,"Using coffee’s by-product as a platform to produce ingredients for cosmetics, functional foods, and nutraceuticals",Europe,Denmark,Copenhagen,55.7298571,12.4975152,1.1,biotechnology;recycling;waste reduction;sustainable development goals;coffee;nordic impact 2021,energy,waste solution,seed stage,VF Venture (Vækstfonden);The Yield Lab;PINC,venture_capital;accelerator;corporate_venture_fund,Copenhagen
Xzero,Developed a proprietary compact system for the production of ultra pure water,Europe,Sweden,Stockholm,59.350895,17.967913,1.3,water systems;water treatment;sustainable development goals;core sustainable impact;clean water and sanitation (#6);affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,water,seed stage,European Innovation Council,government,Stockholm
McPhy Energy,"Electricity resources based on a technology for hydrogen storage in solid form, in association with hydrogen production by water electrolysis",Europe,France,Grenoble,45.2046229,5.7027062,23.7,hydrogen;sustainable development goals;core sustainable impact;affordable and clean energy (#7);clean water and sanitation (#6);climate action (#13),energy,water,late growth stage,GIMV;Sofinnova Partners;Amundi Private Equity Funds;CDC Enterprises,"private_equity;venture_capital;private_equity,venture_capital;venture_capital",Grenoble
UrbanVolt,Energy-saving LED lighting firm,Europe,Ireland,Dublin,53.3265864,-6.2494883,92.6,energy saving;cost management;sustainable development goals;core sustainable impact;affordable and clean energy (#7),energy,energy efficiency,early growth stage,Low Carbon Innovation Fund;SUSI Partners AG;Stephen Vernon;Ireland Strategic Investment Fund,venture_capital;venture_capital;angel;venture_capital,Dublin
Sofi Filtration,We are Finnish provider of innovative industrial water filtration technology,Europe,Finland,Helsinki,60.156425,24.708727,3.05,filtration;cleaning;cleaning services;industrial automation;sustainable development goals;clean water and sanitation (#6);core sustainable impact;industry innovation and infrastructure (#9);sustainable cities and communities (#11);responsible consumption and production (#12);nordic impact 2021,energy,water,early growth stage,European Innovation Council;EUREKA Network Projects;Emerald Technology Ventures;Voima Ventures;Loudspring,government;non-profit;venture_capital;venture_capital;venture_capital,Helsinki
Climeon AB,"The number one climate solver - turning heat into clean electricity24/7, unaffected by weather conditions",Europe,Sweden,Stockholm,59.4084066,17.9504732,11.68,geothermal energy;core sustainable impact;affordable and clean energy (#7);sustainable development goals;climate action (#13);industry innovation and infrastructure (#9);responsible consumption and production (#12);nordic impact 2021,energy,energy providers,late growth stage,Eurostars SME programme;Breakthrough Energy Ventures,government;venture_capital,Stockholm
Submer Technologies,Immersion Cooling Solution for Data Centers,Europe,Spain,Barcelona,41.3661865,2.1164942,6.93,cooling tech;heating;sustainable development goals;affordable and clean energy (#7);climate action (#13);industry innovation and infrastructure (#9),energy,energy efficiency,late growth stage,European Innovation Council;Alma Mundi Ventures;Big Sur Ventures;Lánzate;Plug and Play Retailtech;Bob Rode;Plug and Play;Plug and Play Insurtech,government;venture_capital;venture_capital;accelerator;accelerator;angel;accelerator;accelerator,Barcelona
Oceanvolt,Award-winning manufacturer of electric and hybrid motor systems for boats,Europe,Finland,Helsinki,60.270206,24.876744,1.83,system engineering;machinery manufacturing;electric vehicle;marine;sustainable development goals;life below water (#14);maritime;nordic impact 2021,energy,vehicle production,early growth stage,European Innovation Council;Innovestor Ventures,government;venture_capital,Helsinki
Enerpoly,Enerpoly is a next-generation energy storage technology company pioneering rechargeable zinc-ion battery chemistry,Europe,Sweden,Stockholm,59.3493269,18.073591,2.13,sustainable development goals,energy,energy storage,seed stage,European Innovation Council;Vinnova;Swedish Energy Agency,government;venture_capital;corporate,Stockholm
Bioo,"Bioo generates electricity from nature. In addition to powering small appliances at home, Bioo Sensor offers a patented solution for IoT in agriculture that is cheaper, more autonomous, more reliable, and more sustainable. With numerous awards and backing from the EU, Bioo is now seeking to grow exponentially",Europe,Spain,Barcelona,41.3850639,2.1734035,2.77,green technology;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,SeedRocket;Inkemia;European Innovation Council;Horizon 2020 FET (Future and Emerging Technologies);SociosInversores;WA4STEAM,accelerator;corporate;government;venture_capital;corporate;angel_fund,Barcelona
Sinay,SINAY develops a Big Data solution applied to maritime industries and the study of the marine environment,Europe,France,Caen,49.1801988,-0.3381143,2.09,marine;sustainable development goals;maritime;industrial analytics;industrial technology;space tech,energy,water,late growth stage,Mans Sarthe Investissements;Ouest Angels;Business Angels Des Grandes Ecoles;European Innovation Council;Alpana Ventures;Normandy Ventures;Crédit Agricole Regions Investment;BNP Paribas;Plug and Play;Ocean Solutions Accelerator;BADGE;Sustainable Ocean Alliance,venture_capital;venture_capital;angel_fund;government;venture_capital;venture_capital;corporate;corporate;accelerator;accelerator;venture_capital;corporate,Rennes
Limatech,Designing and producing of certified lithium batteries for aeronautics and defence,Europe,France,Toulouse,43.5631207,1.4918613,14.24,defense;aerospace;lithium ion batteries;sustainable development goals;climate action (#13);core sustainable impact,energy,energy storage,early growth stage,Finple;European Innovation Council,crowdfunding;government,Toulouse
Northvolt,Lithium-ion batteries,Europe,Sweden,Stockholm,59.3364185,18.0280546,1524.08,lithium ion batteries;sustainable development goals;recycling;waste reduction;verified unicorns and $1b exits;ev battery production;nordic impact 2021,energy,clean energy,late growth stage,ABB Group;Swedish Energy Agency;European Investment Bank;Seci;Volkswagen Group;Goldman Sachs;Vargas Holding;Vattenfall AB;EIT InnoEnergy;BNP Paribas;Danske Bank;Danica Pension;Intesa Sanpaolo;ING Group;KFW;PFA Pension;Siemens;Societe Generale;Swedbank Global Services;UniCredit;Nordic Investment Bank;The Export-Import Bank of Korea;Sumitomo Mitsui Banking Corporation (SMBC Group);APG;SEB Group;Daniel Ek;Baillie Gifford;Norrsken VC,corporate;corporate;government & non-profit;corporate;corporate;corporate;venture_capital;corporate;accelerator;corporate;corporate;venture_capital;corporate;corporate;investment fund;venture_capital;corporate;corporate;corporate;corporate;venture_capital;investment fund;corporate;corporate;corporate;angel;venture_capital;venture_capital,Stockholm
ELIQ,Analysis and visualisation of energy data,Europe,Sweden,Gothenburg,57.7040801,11.9571341,9.18,smart home;analytics;visualization;sustainable development goals;nordic impact 2021,energy,energy efficiency,early growth stage,CBC Investment Group;Inven Capital;Contrarian Ventures;Plug and Play;Plug and Play Insurtech;Plug and Play Retailtech;Bob Rode,"private_equity,venture_capital;venture_capital;venture_capital;accelerator;accelerator;accelerator;angel",Gothenburg
CVE,"We develop, finance, build and operate solar power, hydro and andanaerobic digestion (AD) plants",Europe,France,Marseille,43.3174701,5.3599355,100.0,solar energy;hydropower,energy,energy providers,late growth stage,Intermediate Capital Group,private_equity,Marseille
Fos4X,Professional fiber optic measurement technology and measurement solutions for wind turbines,Europe,Germany,Munich,48.1113675,11.5479289,10.5,iiot;industrial iot;industry 4.0;wind energy;core sustainable impact;sustainable development goals;affordable and clean energy (#7);climate action (#13);industrial connectivity;industrial technology;manufacturing tech,energy,energy efficiency,late growth stage,High-Tech Gründerfonds;UVC Partners;Bayern Kapital;Falk Strascheg Holding;Equinor;Dr. Schulze Consulting and Holding GmbH;PolyTech,venture_capital;venture_capital;venture_capital;venture_capital;corporate;corporate;corporate,Munich
AMMP Technologies,Remote monitoring for the next generation of energy companies,Europe,Netherlands,Amsterdam,52.3824571,4.9214117,1.15,monitoring;power grids;solar energy;core sustainable impact;sustainable development goals;affordable and clean energy (#7);climate action (#13);off-grid;energy tech;industrial technology,energy,clean energy,early growth stage,E.ON :agile accelerator;Point Nine Capital;Musha Ventures;Raba Capital,"accelerator;angel_fund,venture_capital;angel_fund;venture_capital",Amsterdam
